Subjectivity,Word,Sentiment,Polarity
strongsubj,sexy,n,positive
strongsubj,shabby,n,negative
strongsubj,shadow,y,negative
weaksubj,shadowy,n,negative
strongsubj,shady,n,negative
weaksubj,shake,y,negative
weaksubj,shaky,n,negative
weaksubj,shallow,n,negative
strongsubj,sham,n,negative
strongsubj,shambles,n,negative
strongsubj,shame,n,negative
strongsubj,shame,y,negative
strongsubj,shameful,n,negative
strongsubj,shameful,n,negative
strongsubj,shamefully,n,negative
strongsubj,shamefully,n,negative
strongsubj,shamefulness,n,negative
strongsubj,shameless,n,negative
strongsubj,shamelessly,n,negative
strongsubj,shamelessness,n,negative
strongsubj,shark,n,negative
weaksubj,sharp,n,negative
weaksubj,sharply,n,negative
strongsubj,shatter,y,negative
strongsubj,sheer,n,negative
weaksubj,shelter,n,positive
weaksubj,shelter,y,positive
weaksubj,shield,y,positive
strongsubj,shimmer,y,positive
strongsubj,shimmering,y,positive
strongsubj,shimmeringly,n,positive
weaksubj,shine,y,positive
weaksubj,shiny,n,positive
strongsubj,shiny,n,positive
strongsubj,shirk,y,negative
strongsubj,shirker,n,negative
weaksubj,shipwreck,n,negative
strongsubj,shiver,y,negative
strongsubj,shock,n,negative
strongsubj,shock,n,negative
strongsubj,shock,y,negative
strongsubj,shocking,n,negative
strongsubj,shockingly,n,negative
strongsubj,shoddy,n,negative
weaksubj,short-lived,n,negative
weaksubj,shortage,n,negative
strongsubj,shortchange,y,negative
strongsubj,shortcoming,n,negative
strongsubj,shortcomings,n,negative
strongsubj,shortsighted,n,negative
strongsubj,shortsightedness,n,negative
weaksubj,should,y,neutral
weaksubj,show,y,neutral
weaksubj,showdown,n,negative
weaksubj,showdown,n,negative
weaksubj,shred,n,negative
weaksubj,shred,y,negative
strongsubj,shrew,n,negative
strongsubj,shrewd,n,positive
strongsubj,shrewdly,n,positive
strongsubj,shrewdness,n,positive
strongsubj,shriek,y,negative
strongsubj,shrill,n,negative
strongsubj,shrill,n,negative
strongsubj,shrilly,n,negative
strongsubj,shrivel,y,negative
strongsubj,shroud,y,negative
strongsubj,shrouded,n,negative
weaksubj,shrug,n,negative
weaksubj,shrug,y,negative
strongsubj,shun,y,negative
strongsubj,shunned,n,negative
strongsubj,shy,n,negative
strongsubj,shyly,n,negative
strongsubj,shyness,n,negative
weaksubj,sick,n,negative
weaksubj,sicken,y,negative
strongsubj,sickly,n,negative
strongsubj,sickening,n,negative
strongsubj,sickening,n,negative
strongsubj,sickeningly,n,negative
weaksubj,sickness,n,negative
strongsubj,sidetrack,y,negative
strongsubj,sidetracked,n,negative
weaksubj,siege,n,negative
weaksubj,signals,n,neutral
weaksubj,signals,n,neutral
weaksubj,significant,n,positive
weaksubj,significance,n,positive
weaksubj,signify,y,positive
strongsubj,sillily,n,negative
strongsubj,silly,n,negative
strongsubj,simmer,y,negative
weaksubj,simple,n,positive
strongsubj,simplicity,n,positive
weaksubj,simplified,n,positive
weaksubj,simplify,y,positive
strongsubj,simplistic,n,negative
strongsubj,simplistic,n,negative
strongsubj,simplistically,n,negative
weaksubj,simply,y,neutral
strongsubj,sin,n,negative
strongsubj,sin,n,negative
strongsubj,sinful,n,negative
strongsubj,sinfully,n,negative
strongsubj,sincere,n,positive
strongsubj,sincerely,n,positive
weaksubj,sincerity,n,positive
weaksubj,sincerity,n,positive
strongsubj,sinister,n,negative
strongsubj,sinisterly,n,negative
weaksubj,sinking,n,negative
weaksubj,sinking,n,negative
strongsubj,skeletons,n,negative
strongsubj,skeletons,n,negative
strongsubj,skeptical,n,negative
strongsubj,skeptical,n,negative
strongsubj,skeptically,n,negative
strongsubj,skepticism,n,negative
strongsubj,skepticism,n,negative
weaksubj,sketchy,n,negative
weaksubj,skill,n,positive
weaksubj,skilled,n,positive
strongsubj,skillful,n,positive
strongsubj,skillful,n,positive
strongsubj,skillfully,n,positive
weaksubj,skimpy,n,negative
strongsubj,skittish,n,negative
strongsubj,skittish,y,negative
strongsubj,skittishly,n,negative
strongsubj,skulk,y,negative
weaksubj,skyrocketing,n,negative
weaksubj,slack,n,negative
strongsubj,slander,n,negative
strongsubj,slander,y,negative
strongsubj,slanderer,n,negative
strongsubj,slanderous,n,negative
strongsubj,slanderously,n,negative
strongsubj,slanders,n,negative
strongsubj,slanders,n,negative
strongsubj,slap,y,negative
strongsubj,slashing,n,negative
strongsubj,slashing,n,negative
weaksubj,slaughter,n,negative
weaksubj,slaughter,n,negative
weaksubj,slaughter,y,negative
weaksubj,slaughtered,n,negative
strongsubj,slaves,n,negative
strongsubj,slaves,n,negative
strongsubj,sleazy,n,negative
weaksubj,sleek,n,positive
weaksubj,sleepy,n,neutral
weaksubj,slender,n,positive
weaksubj,slight,n,negative
weaksubj,slight,n,negative
weaksubj,slight,y,negative
weaksubj,slightly,n,negative
weaksubj,slim,n,positive
weaksubj,slim,n,positive
strongsubj,slime,n,negative
strongsubj,sloppy,n,negative
strongsubj,sloppily,n,negative
strongsubj,sloth,n,negative
strongsubj,slothful,n,negative
weaksubj,slow,n,negative
weaksubj,slowly,n,negative
weaksubj,slow-moving,n,negative
weaksubj,slug,n,negative
weaksubj,sluggish,n,negative
weaksubj,slump,n,negative
weaksubj,slump,n,negative
strongsubj,slur,n,negative
strongsubj,sly,n,negative
strongsubj,smack,n,negative
strongsubj,smack,n,negative
strongsubj,smart,n,positive
strongsubj,smart,y,positive
strongsubj,smarter,n,positive
strongsubj,smartest,n,positive
strongsubj,smartly,n,positive
weaksubj,smash,n,negative
weaksubj,smash,y,negative
weaksubj,smear,y,negative
weaksubj,smelling,y,negative
strongsubj,smile,n,positive
strongsubj,smile,y,positive
strongsubj,smiling,n,positive
strongsubj,smilingly,n,positive
strongsubj,smitten,y,positive
strongsubj,smokescreen,n,negative
strongsubj,smokescreen,n,negative
strongsubj,smolder,y,negative
strongsubj,smoldering,n,negative
weaksubj,smooth,n,positive
strongsubj,smother,y,negative
strongsubj,smoulder,y,negative
strongsubj,smouldering,n,negative
strongsubj,smug,n,negative
strongsubj,smugly,n,negative
strongsubj,smut,n,negative
strongsubj,smuttier,n,negative
strongsubj,smuttiest,n,negative
strongsubj,smutty,n,negative
weaksubj,snare,n,negative
weaksubj,snarl,n,negative
weaksubj,snarl,y,negative
weaksubj,snatch,y,negative
weaksubj,sneak,n,negative
weaksubj,sneak,y,negative
weaksubj,sneakily,n,negative
weaksubj,sneaky,n,negative
strongsubj,sneer,n,negative
strongsubj,sneer,y,negative
strongsubj,sneering,n,negative
strongsubj,sneeringly,n,negative
strongsubj,snub,y,negative
weaksubj,so,y,neutral
strongsubj,so-cal,n,negative
strongsubj,so-called,n,negative
strongsubj,sob,y,negative
strongsubj,sober,n,negative
weaksubj,sober,y,negative
strongsubj,sobering,n,negative
strongsubj,sociable,n,positive
weaksubj,soft-spoken,n,positive
strongsubj,soften,n,positive
strongsubj,soften,n,positive
strongsubj,soften,y,positive
strongsubj,solace,y,positive
weaksubj,solemn,n,negative
weaksubj,solemn,n,negative
strongsubj,solicitous,n,positive
strongsubj,solicitously,n,positive
strongsubj,solicitude,n,positive
weaksubj,solid,n,positive
weaksubj,solid,n,positive
strongsubj,solidarity,n,positive
strongsubj,solidarity,n,positive
strongsubj,soliloquize,y,neutral
strongsubj,somber,n,negative
strongsubj,soothe,y,positive
strongsubj,soothingly,n,positive
strongsubj,sophisticated,n,positive
strongsubj,sore,n,negative
strongsubj,sore,n,negative
strongsubj,sorely,n,negative
weaksubj,soreness,n,negative
strongsubj,sorrow,n,negative
weaksubj,sorrow,y,negative
strongsubj,sorrowful,n,negative
strongsubj,sorrowfully,n,negative
strongsubj,sorry,n,negative
weaksubj,sound,n,positive
weaksubj,sounding,n,negative
weaksubj,soundness,n,positive
weaksubj,sour,n,negative
weaksubj,sourly,n,negative
weaksubj,sovereignty,n,neutral
weaksubj,sovereignty,n,neutral
weaksubj,spacious,n,positive
strongsubj,spade,n,negative
strongsubj,spade,n,negative
strongsubj,spank,y,negative
weaksubj,spare,y,positive
weaksubj,sparing,n,positive
weaksubj,sparingly,n,positive
strongsubj,sparkle,y,positive
weaksubj,sparkling,n,positive
weaksubj,specific,n,neutral
weaksubj,specifically,n,neutral
weaksubj,special,n,positive
strongsubj,spectacular,n,positive
strongsubj,spectacularly,n,positive
weaksubj,speculate,y,neutral
weaksubj,speculation,n,neutral
weaksubj,speculation,n,neutral
weaksubj,speedy,n,positive
strongsubj,spellbind,y,positive
strongsubj,spellbinding,n,positive
strongsubj,spellbindingly,n,positive
strongsubj,spellbound,y,positive
strongsubj,spilling,n,negative
strongsubj,spilling,n,negative
weaksubj,spinster,n,negative
weaksubj,spirit,n,positive
weaksubj,spirit,n,positive
weaksubj,spirited,n,positive
strongsubj,spiritless,n,negative
strongsubj,spiritual,n,positive
strongsubj,spiritual,n,positive
strongsubj,spite,n,negative
strongsubj,spiteful,n,negative
strongsubj,spitefully,n,negative
strongsubj,spitefulness,n,negative
strongsubj,splayed-finger,n,neutral
strongsubj,splayed-finger,n,neutral
strongsubj,splendid,n,positive
strongsubj,splendidly,n,positive
strongsubj,splendor,n,positive
weaksubj,split,n,negative
weaksubj,split,y,negative
weaksubj,splitting,n,negative
strongsubj,spoil,y,negative
strongsubj,spook,y,negative
strongsubj,spookier,n,negative
strongsubj,spookiest,n,negative
strongsubj,spookily,n,negative
strongsubj,spooky,n,negative
strongsubj,spooky,n,negative
strongsubj,spoon-fed,n,negative
strongsubj,spoon-feed,y,negative
strongsubj,spoonfed,n,negative
weaksubj,sporadic,n,negative
weaksubj,spot,n,negative
strongsubj,spotless,n,positive
weaksubj,spotty,n,negative
strongsubj,sprightly,n,positive
strongsubj,spur,y,positive
strongsubj,spurious,n,negative
strongsubj,spurn,y,negative
strongsubj,sputter,y,negative
strongsubj,squabble,y,negative
strongsubj,squabbling,n,negative
strongsubj,squander,y,negative
strongsubj,squarely,n,positive
strongsubj,squash,y,negative
strongsubj,squirm,y,negative
weaksubj,stab,y,negative
weaksubj,stability,n,positive
weaksubj,stability,n,positive
weaksubj,stabilize,y,positive
weaksubj,stable,n,positive
weaksubj,stable,n,positive
weaksubj,stagger,y,negative
strongsubj,staggering,n,negative
strongsubj,staggeringly,n,negative
weaksubj,stagnant,n,negative
strongsubj,stagnate,y,negative
strongsubj,stagnation,n,negative
strongsubj,staid,n,negative
weaksubj,stain,y,negative
weaksubj,stainless,n,positive
weaksubj,stake,n,negative
weaksubj,stake,n,negative
strongsubj,stale,n,negative
strongsubj,stalemate,n,negative
strongsubj,stammer,y,negative
weaksubj,stampede,n,negative
weaksubj,stampede,n,negative
weaksubj,stance,n,neutral
weaksubj,stance,n,neutral
weaksubj,stances,n,neutral
weaksubj,stances,n,neutral
weaksubj,stand,y,positive
weaksubj,stands,n,neutral
weaksubj,stands,n,neutral
strongsubj,standstill,n,negative
strongsubj,star,n,positive
strongsubj,star,n,positive
strongsubj,stark,n,negative
strongsubj,starkly,n,negative
strongsubj,stars,n,positive
strongsubj,stars,n,positive
strongsubj,startle,y,negative
strongsubj,startling,n,negative
strongsubj,startlingly,n,negative
weaksubj,starvation,n,negative
weaksubj,starve,y,negative
strongsubj,stately,n,positive
weaksubj,statements,n,neutral
weaksubj,statements,n,neutral
weaksubj,static,n,negative
strongsubj,statuesque,n,positive
strongsubj,staunch,n,positive
strongsubj,staunchly,n,positive
strongsubj,staunchness,n,positive
strongsubj,steadfast,n,positive
strongsubj,steadfastly,n,positive
strongsubj,steadfastness,n,positive
weaksubj,steadiness,n,positive
weaksubj,steady,n,positive
weaksubj,steal,y,negative
weaksubj,stealing,n,negative
weaksubj,steep,n,negative
weaksubj,steeply,n,negative
strongsubj,stellar,n,positive
strongsubj,stellarly,n,positive
strongsubj,stench,n,negative
strongsubj,stereotype,n,negative
strongsubj,stereotypical,n,negative
strongsubj,stereotypically,n,negative
strongsubj,stern,n,negative
strongsubj,stern,n,negative
strongsubj,stew,y,negative
weaksubj,sticky,n,negative
weaksubj,stiff,n,negative
strongsubj,stifle,y,negative
strongsubj,stifling,n,negative
strongsubj,stiflingly,n,negative
strongsubj,stigma,n,negative
strongsubj,stigma,y,negative
strongsubj,stigmatize,y,negative
weaksubj,still,y,neutral
weaksubj,stimulate,y,positive
strongsubj,stimulating,n,positive
weaksubj,stimulative,n,positive
strongsubj,sting,n,negative
weaksubj,sting,n,negative
weaksubj,sting,y,negative
strongsubj,stinging,n,negative
strongsubj,stingingly,n,negative
strongsubj,stink,n,negative
strongsubj,stink,y,negative
strongsubj,stinking,n,negative
strongsubj,stir,n,neutral
strongsubj,stir,n,neutral
weaksubj,stir,y,neutral
strongsubj,stirring,n,positive
strongsubj,stirringly,n,positive
strongsubj,stodgy,n,negative
weaksubj,stole,n,negative
weaksubj,stolen,n,negative
weaksubj,stolen,n,negative
weaksubj,stood,y,positive
strongsubj,stooge,n,negative
strongsubj,stooges,n,negative
strongsubj,stooges,n,negative
weaksubj,storm,y,negative
weaksubj,stormy,n,negative
weaksubj,straggle,y,negative
weaksubj,straggler,n,negative
weaksubj,straight,n,positive
strongsubj,straightforward,n,positive
weaksubj,strain,n,negative
weaksubj,strain,y,negative
weaksubj,strained,n,negative
strongsubj,strange,n,negative
strongsubj,strange,y,negative
strongsubj,strangely,y,negative
strongsubj,stranger,y,negative
strongsubj,strangest,y,negative
weaksubj,strangle,y,negative
weaksubj,streamlined,n,positive
weaksubj,strength,n,neutral
weaksubj,strength,n,neutral
weaksubj,strenuous,n,negative
strongsubj,stress,n,negative
strongsubj,stress,y,negative
strongsubj,stressful,n,negative
strongsubj,stressfully,n,negative
strongsubj,stricken,n,negative
strongsubj,strict,n,negative
strongsubj,strictly,n,negative
strongsubj,stride,n,positive
strongsubj,stride,n,positive
strongsubj,strident,n,negative
strongsubj,stridently,n,negative
weaksubj,strides,n,positive
weaksubj,strides,n,positive
strongsubj,strife,n,negative
weaksubj,strike,y,negative
strongsubj,striking,n,positive
strongsubj,strikingly,n,positive
weaksubj,stringent,n,negative
weaksubj,stringently,n,negative
strongsubj,striving,n,positive
strongsubj,striving,n,positive
weaksubj,strong,n,positive
weaksubj,stronger-than-expected,n,neutral
weaksubj,struck,y,negative
strongsubj,struggle,n,negative
strongsubj,struggle,n,negative
strongsubj,strut,y,negative
strongsubj,stubborn,n,negative
strongsubj,stubbornly,n,negative
strongsubj,stubbornness,n,negative
strongsubj,studious,n,positive
strongsubj,studiously,n,positive
weaksubj,stuffed,n,neutral
strongsubj,stuffy,n,negative
weaksubj,stumble,y,negative
weaksubj,stump,y,negative
weaksubj,stun,y,negative
strongsubj,stunned,n,positive
strongsubj,stunning,n,positive
strongsubj,stunningly,n,positive
weaksubj,stunt,n,negative
weaksubj,stunted,n,negative
weaksubj,stupefy,y,neutral
strongsubj,stupendous,n,positive
strongsubj,stupendously,n,positive
strongsubj,stupid,n,negative
strongsubj,stupidity,n,negative
strongsubj,stupidly,n,negative
strongsubj,stupified,n,negative
strongsubj,stupify,y,negative
strongsubj,stupor,n,negative
weaksubj,sturdy,n,positive
strongsubj,sty,n,negative
strongsubj,sty,n,negative
strongsubj,stylish,n,positive
strongsubj,stylishly,n,positive
strongsubj,suave,n,positive
weaksubj,subdued,n,negative
weaksubj,subjected,n,negative
weaksubj,subjection,n,negative
strongsubj,subjugate,n,negative
strongsubj,subjugate,y,negative
strongsubj,subjugation,n,negative
strongsubj,sublime,n,positive
weaksubj,submissive,n,negative
weaksubj,subordinate,n,negative
weaksubj,subordinate,n,negative
weaksubj,subscribe,y,positive
strongsubj,subservience,n,negative
strongsubj,subservient,n,negative
weaksubj,subside,y,negative
weaksubj,substandard,n,negative
weaksubj,substantial,n,positive
weaksubj,substantially,n,positive
weaksubj,substantive,n,positive
weaksubj,subtle,n,positive
weaksubj,subtract,y,negative
weaksubj,subversion,n,negative
weaksubj,subversive,n,negative
weaksubj,subversively,n,negative
weaksubj,subvert,y,negative
weaksubj,succeed,y,positive
weaksubj,success,n,positive
weaksubj,success,n,positive
weaksubj,successful,n,positive
weaksubj,successfully,n,positive
strongsubj,succumb,y,negative
weaksubj,such,y,neutral
strongsubj,sucker,n,negative
weaksubj,suffer,y,negative
strongsubj,sufferer,n,negative
strongsubj,sufferers,n,negative
strongsubj,sufferers,n,negative
strongsubj,suffering,n,negative
strongsubj,suffering,n,negative
weaksubj,suffice,y,positive
weaksubj,sufficient,n,positive
weaksubj,sufficiently,n,positive
strongsubj,suffocate,y,negative
strongsubj,sugar-coat,y,negative
strongsubj,sugar-coated,n,negative
strongsubj,sugarcoated,n,negative
weaksubj,suggest,y,positive
weaksubj,suggestions,n,positive
weaksubj,suggestions,n,positive
weaksubj,suicidal,n,negative
weaksubj,suicide,n,negative
weaksubj,suit,y,positive
weaksubj,suitable,n,positive
strongsubj,sulk,y,negative
strongsubj,sullen,n,negative
strongsubj,sully,y,negative
strongsubj,sumptuous,n,positive
strongsubj,sumptuously,n,positive
strongsubj,sumptuousness,n,positive
strongsubj,sunder,y,negative
weaksubj,sunny,n,positive
strongsubj,super,n,positive
strongsubj,superb,n,positive
strongsubj,superbly,n,positive
strongsubj,superficial,n,negative
strongsubj,superficial,n,negative
strongsubj,superficiality,n,negative
strongsubj,superficially,n,negative
strongsubj,superfluous,n,negative
weaksubj,superior,n,positive
strongsubj,superiority,n,negative
strongsubj,superiority,n,negative
strongsubj,superlative,n,positive
strongsubj,superstition,n,negative
strongsubj,superstitious,n,negative
strongsubj,support,n,positive
strongsubj,support,n,positive
weaksubj,support,y,positive
strongsubj,supporter,n,positive
strongsubj,supporter,n,positive
strongsubj,supportive,n,positive
strongsubj,supportive,n,positive
strongsubj,suppose,y,neutral
weaksubj,supposed,y,negative
strongsubj,supposing,n,neutral
weaksubj,suppress,y,negative
weaksubj,suppression,n,negative
weaksubj,suppression,n,negative
strongsubj,supremacy,n,negative
strongsubj,supremacy,n,negative
strongsubj,supreme,n,positive
strongsubj,supremely,n,positive
strongsubj,supurb,n,positive
strongsubj,supurbly,n,positive
strongsubj,sure,n,positive
strongsubj,surely,y,positive
strongsubj,surge,n,positive
strongsubj,surging,n,positive
strongsubj,surmise,y,positive
strongsubj,surmount,y,positive
strongsubj,surpass,y,positive
strongsubj,surprise,n,neutral
strongsubj,surprise,n,neutral
strongsubj,surprise,y,neutral
strongsubj,surprising,y,neutral
strongsubj,surprisingly,y,neutral
weaksubj,surrender,n,negative
weaksubj,surrender,n,negative
weaksubj,survival,n,positive
weaksubj,survive,y,positive
weaksubj,survivor,n,positive
weaksubj,susceptible,n,negative
weaksubj,suspect,n,negative
weaksubj,suspect,n,negative
weaksubj,suspicion,n,negative
weaksubj,suspicion,n,negative
strongsubj,suspicions,n,negative
strongsubj,suspicions,n,negative
strongsubj,suspicious,n,negative
strongsubj,suspicious,n,negative
strongsubj,suspicious,y,negative
strongsubj,suspiciously,n,negative
weaksubj,sustainability,n,positive
weaksubj,sustainability,n,positive
weaksubj,sustainable,n,positive
weaksubj,sustainable,n,positive
weaksubj,sustained,n,positive
strongsubj,swagger,y,negative
strongsubj,swamped,n,negative
strongsubj,swear,n,negative
strongsubj,sweeping,n,positive
weaksubj,sweet,n,positive
weaksubj,sweeten,y,positive
weaksubj,sweetheart,n,positive
weaksubj,sweetly,n,positive
weaksubj,sweetness,n,positive
weaksubj,swift,n,positive
weaksubj,swiftness,n,positive
strongsubj,swindle,y,negative
weaksubj,swing,n,neutral
weaksubj,swing,n,neutral
strongsubj,swipe,n,negative
strongsubj,swipe,n,negative
weaksubj,swoon,y,negative
strongsubj,swore,n,negative
strongsubj,sworn,n,positive
strongsubj,sympathetic,n,negative
strongsubj,sympathetic,n,negative
strongsubj,sympathetically,n,negative
strongsubj,sympathies,n,negative
strongsubj,sympathies,n,negative
strongsubj,sympathize,y,negative
strongsubj,sympathy,n,negative
strongsubj,sympathy,n,negative
weaksubj,symptom,n,negative
weaksubj,syndrome,n,negative
weaksubj,syndrome,n,negative
weaksubj,systematic,n,neutral
strongsubj,taboo,n,negative
strongsubj,taboo,n,negative
strongsubj,tact,n,positive
strongsubj,taint,y,negative
strongsubj,tainted,n,negative
weaksubj,tale,n,neutral
weaksubj,tale,n,neutral
strongsubj,talent,n,positive
strongsubj,talent,n,positive
strongsubj,talented,n,positive
weaksubj,tall,n,neutral
weaksubj,tamper,y,negative
weaksubj,tangled,n,negative
weaksubj,tantalize,y,positive
strongsubj,tantalizing,n,positive
strongsubj,tantalizingly,n,positive
strongsubj,tantamount,n,neutral
strongsubj,tantrum,n,negative
weaksubj,tardy,n,negative
weaksubj,tarnish,y,negative
weaksubj,taste,n,positive
weaksubj,taste,y,neutral
strongsubj,tattered,n,negative
strongsubj,taunt,n,negative
strongsubj,taunt,y,negative
strongsubj,taunting,n,negative
strongsubj,tauntingly,n,negative
strongsubj,taunts,n,negative
strongsubj,tawdry,n,negative
weaksubj,tease,y,negative
strongsubj,teasingly,n,negative
weaksubj,taxing,n,negative
strongsubj,tedious,n,negative
strongsubj,tediously,n,negative
strongsubj,temerity,n,negative
strongsubj,temper,n,negative
weaksubj,temper,y,negative
weaksubj,temperance,n,positive
weaksubj,temperate,n,positive
weaksubj,tempest,n,negative
strongsubj,tempt,y,positive
strongsubj,temptation,n,negative
strongsubj,tempting,y,positive
strongsubj,temptingly,y,positive
strongsubj,tenacious,n,positive
strongsubj,tenaciously,n,positive
strongsubj,tenacity,n,positive
weaksubj,tendency,n,neutral
weaksubj,tendency,n,neutral
weaksubj,tender,n,positive
weaksubj,tenderly,n,positive
weaksubj,tenderness,n,positive
weaksubj,tense,n,negative
weaksubj,tension,n,negative
weaksubj,tension,n,negative
weaksubj,tentative,n,negative
weaksubj,tentatively,n,negative
weaksubj,tenuous,n,negative
weaksubj,tenuously,n,negative
weaksubj,tepid,n,negative
strongsubj,terrible,n,negative
strongsubj,terrible,y,negative
strongsubj,terribleness,n,negative
strongsubj,terribly,n,negative
strongsubj,terrific,n,positive
strongsubj,terrific,y,positive
strongsubj,terrifically,n,positive
strongsubj,terrified,n,positive
strongsubj,terrify,y,positive
strongsubj,terrifying,n,positive
strongsubj,terrifying,n,positive
strongsubj,terrifyingly,n,positive
strongsubj,terror,n,negative
strongsubj,terror-genic,n,negative
strongsubj,terror-genic,n,negative
weaksubj,terrorism,n,negative
strongsubj,terrorize,y,negative
strongsubj,thank,y,positive
strongsubj,thankful,n,positive
strongsubj,thankfully,n,positive
strongsubj,thankless,n,negative
strongsubj,theoretize,y,neutral
strongsubj,therefore,y,neutral
strongsubj,think,y,neutral
strongsubj,thinkable,n,positive
strongsubj,thinkable,n,positive
strongsubj,thinking,n,neutral
strongsubj,thinking,n,neutral
strongsubj,thirst,n,negative
strongsubj,thirst,y,negative
strongsubj,thorny,n,negative
strongsubj,thorny,n,negative
weaksubj,thorough,n,positive
strongsubj,though,n,neutral
weaksubj,thought,n,neutral
weaksubj,thought,n,neutral
strongsubj,thoughtful,n,positive
strongsubj,thoughtfully,n,positive
strongsubj,thoughtfulness,n,positive
strongsubj,thoughtless,n,negative
strongsubj,thoughtlessly,n,negative
strongsubj,thoughtlessness,n,negative
weaksubj,thrash,y,negative
weaksubj,threat,n,negative
weaksubj,threat,n,negative
weaksubj,threaten,y,negative
weaksubj,threatening,n,negative
weaksubj,threatening,n,negative
weaksubj,threats,n,negative
weaksubj,threats,n,negative
weaksubj,thrift,n,positive
weaksubj,thrifty,n,positive
strongsubj,thrill,n,positive
strongsubj,thrill,y,positive
strongsubj,thrilling,n,positive
strongsubj,thrillingly,n,positive
strongsubj,thrills,n,positive
weaksubj,thrive,y,positive
weaksubj,thriving,n,positive
strongsubj,throttle,y,negative
weaksubj,throw,y,negative
weaksubj,thumb,y,negative
weaksubj,thumbs,n,negative
weaksubj,thumbs,n,negative
strongsubj,thus,y,neutral
strongsubj,thusly,n,neutral
strongsubj,thwart,y,negative
weaksubj,tickle,y,positive
strongsubj,tidy,n,positive
strongsubj,time-honored,n,positive
weaksubj,timely,n,positive
strongsubj,timid,n,negative
strongsubj,timidity,n,negative
strongsubj,timidly,n,negative
strongsubj,timidness,n,negative
strongsubj,tingle,y,positive
strongsubj,tint,y,neutral
weaksubj,tiny,n,negative
weaksubj,tire,y,negative
strongsubj,tired,n,negative
strongsubj,tiresome,n,negative
strongsubj,tiring,n,negative
strongsubj,tiring,n,negative
strongsubj,tiringly,n,negative
weaksubj,titillate,y,positive
strongsubj,titillating,n,positive
strongsubj,titillatingly,n,positive
strongsubj,toast,y,positive
strongsubj,togetherness,n,positive
strongsubj,toil,y,negative
strongsubj,tolerable,n,positive
strongsubj,tolerably,n,positive
strongsubj,tolerance,n,positive
strongsubj,tolerance,n,positive
weaksubj,tolerant,n,positive
strongsubj,tolerantly,n,positive
weaksubj,tolerate,y,positive
weaksubj,toleration,n,positive
weaksubj,toll,n,negative
weaksubj,toll,n,negative
weaksubj,too,y,negative
weaksubj,top,n,positive
weaksubj,topple,y,negative
strongsubj,torment,n,negative
strongsubj,torment,y,negative
strongsubj,tormented,n,negative
strongsubj,torrent,n,negative
strongsubj,torrid,n,positive
strongsubj,torridly,n,positive
weaksubj,torture,n,negative
weaksubj,torture,y,negative
weaksubj,tortured,n,negative
strongsubj,tortuous,n,negative
strongsubj,torturous,n,negative
strongsubj,torturously,n,negative
weaksubj,totalitarian,n,negative
weaksubj,tradition,n,positive
weaksubj,traditional,n,positive
weaksubj,touch,y,neutral
strongsubj,touches,n,neutral
strongsubj,touches,n,neutral
strongsubj,touchy,n,negative
strongsubj,toughness,n,negative
strongsubj,toughness,n,negative
weaksubj,toxic,n,negative
strongsubj,traduce,y,negative
weaksubj,tragedy,n,negative
weaksubj,tragedy,n,negative
strongsubj,tragic,n,negative
strongsubj,tragically,n,negative
strongsubj,traitor,n,negative
strongsubj,traitorous,n,negative
strongsubj,traitorously,n,negative
strongsubj,traitorously,n,negative
strongsubj,tramp,n,negative
strongsubj,trample,y,negative
strongsubj,tranquil,n,positive
strongsubj,tranquility,n,positive
strongsubj,tranquility,n,positive
weaksubj,transgress,y,negative
weaksubj,transgression,n,negative
weaksubj,transparency,n,neutral
weaksubj,transparency,n,neutral
weaksubj,transparent,n,neutral
weaksubj,transparent,n,neutral
weaksubj,transport,y,neutral
strongsubj,trauma,n,negative
strongsubj,trauma,n,negative
strongsubj,traumatic,n,negative
strongsubj,traumatic,n,negative
strongsubj,traumatically,n,negative
strongsubj,traumatize,y,negative
strongsubj,traumatized,n,negative
strongsubj,travesties,n,negative
strongsubj,travesty,n,negative
strongsubj,travesty,y,negative
weaksubj,treacherous,n,negative
weaksubj,treacherously,n,negative
strongsubj,treachery,n,negative
strongsubj,treason,n,negative
strongsubj,treasonous,n,negative
strongsubj,treasure,y,positive
weaksubj,treat,n,positive
strongsubj,tremendous,n,positive
strongsubj,tremendously,y,positive
strongsubj,trendy,n,positive
strongsubj,trepidation,n,positive
weaksubj,trial,n,negative
strongsubj,tribute,n,positive
strongsubj,trick,n,negative
strongsubj,trick,n,negative
strongsubj,tricky,n,negative
strongsubj,tricky,n,negative
strongsubj,trickery,n,negative
weaksubj,trim,n,positive
strongsubj,triumph,n,positive
strongsubj,triumph,y,positive
strongsubj,triumphal,n,positive
strongsubj,triumphant,n,positive
strongsubj,triumphant,y,positive
strongsubj,triumphantly,n,positive
strongsubj,trivial,n,negative
strongsubj,trivial,n,negative
strongsubj,trivialize,y,negative
strongsubj,trivially,n,negative
weaksubj,trouble,n,negative
strongsubj,trouble,y,negative
weaksubj,trouble,n,negative
weaksubj,trouble,y,negative
strongsubj,troublemaker,n,negative
strongsubj,troublemaker,n,negative
strongsubj,troublesome,n,negative
strongsubj,troublesome,n,negative
strongsubj,troublesomely,n,negative
strongsubj,troubling,y,negative
strongsubj,troublingly,y,negative
weaksubj,truant,n,negative
